NEName,NeType,CollectTime,Interval,RegAtt,RegSucc,RegFail,InvAtt,InvSucc,InvFail,Rsp4xx,Rsp5xx,Rsp6xx,ActSess,SetupTime,CpuLoad,MemLoad,MsgRx,MsgTx
IMS-CSCF-A01,P_CSCF,20260603000000,5,1311,1288,23,812,792,20,34,8,1,2810,125.43,33.74,46.48,13286,12481
IMS-CSCF-A01,P_CSCF,20260603000500,5,1300,1271,29,804,790,14,34,8,1,2786,129.61,38.09,43.22,13315,12229
IMS-CSCF-A01,P_CSCF,20260603001000,5,1274,1254,20,788,773,15,28,6,1,2731,138.68,36.51,46.07,12434,12097
IMS-CSCF-A01,P_CSCF,20260603001500,5,1224,1190,34,757,735,22,43,10,3,2623,133.55,34.72,43.44,11991,11375
IMS-CSCF-A01,P_CSCF,20260603002000,5,1291,1273,18,799,786,13,24,6,1,2767,132.04,35.95,45.24,13338,12507
IMS-CSCF-A01,P_CSCF,20260603002500,5,1247,1213,34,772,754,18,40,9,3,2673,127.23,31.55,41.75,12446,11868
IMS-CSCF-A01,P_CSCF,20260603003000,5,1234,1205,29,764,757,7,28,7,1,2646,126.45,32.03,45.32,12294,11232
IMS-CSCF-A01,P_CSCF,20260603003500,5,1235,1222,13,764,749,15,22,5,1,2646,138.02,33.5,42.11,12782,11580
IMS-CSCF-A01,P_CSCF,20260603004000,5,1228,1217,11,760,753,7,14,3,1,2633,128.16,34.92,43.22,12364,11503
IMS-CSCF-A01,P_CSCF,20260603004500,5,1319,1289,30,817,808,9,30,8,1,2828,137.15,37.62,47.54,13453,12065
IMS-CSCF-A01,P_CSCF,20260603005000,5,1262,1235,27,781,769,12,31,7,1,2705,140.81,32.95,42.77,12973,11665
IMS-CSCF-A01,P_CSCF,20260603005500,5,1234,1200,34,764,745,19,42,9,2,2644,132.47,34.84,44.88,12678,11833
IMS-CSCF-A01,P_CSCF,20260603010000,5,1287,1275,12,797,788,9,16,4,1,2759,130.38,33.33,42.0,12516,12365
IMS-CSCF-A01,P_CSCF,20260603010500,5,1272,1235,37,787,781,6,34,8,1,2727,136.17,34.59,43.65,12895,12312
IMS-CSCF-A01,P_CSCF,20260603011000,5,1314,1305,9,813,789,24,25,6,2,2815,134.99,31.25,46.0,12856,12489
IMS-CSCF-A01,P_CSCF,20260603011500,5,1252,1231,21,775,771,4,20,4,1,2683,134.69,31.59,46.38,12577,11563
IMS-CSCF-A01,P_CSCF,20260603012000,5,1218,1193,25,754,736,18,34,8,1,2611,124.6,33.58,42.6,12476,11152
IMS-CSCF-A01,P_CSCF,20260603012500,5,1203,1186,17,744,738,6,19,4,0,2578,125.59,36.9,45.96,12087,11549
IMS-CSCF-A01,P_CSCF,20260603013000,5,1275,1247,28,789,776,13,31,8,2,2734,138.06,34.88,40.61,12938,11661
IMS-CSCF-A01,P_CSCF,20260603013500,5,1271,1256,15,787,776,11,20,5,1,2724,126.01,31.13,45.74,13072,11937
IMS-CSCF-A01,P_CSCF,20260603014000,5,1218,1185,33,754,736,18,39,9,3,2611,129.11,31.82,45.02,12438,11344
IMS-CSCF-A01,P_CSCF,20260603014500,5,1243,1208,35,769,761,8,34,8,1,2665,138.94,35.74,46.44,12667,11705
IMS-CSCF-A01,P_CSCF,20260603015000,5,1223,1187,36,757,735,22,45,10,3,2622,146.28,32.3,47.83,12366,11472
IMS-CSCF-A01,P_CSCF,20260603015500,5,1260,1227,33,780,757,23,43,10,3,2702,132.98,39.47,44.99,12400,11757
IMS-CSCF-A01,P_CSCF,20260603020000,5,1231,1214,17,762,748,14,25,5,1,2639,133.1,30.65,45.74,12601,11325
IMS-CSCF-A01,P_CSCF,20260603020500,5,1340,1319,21,829,820,9,22,6,2,2872,133.67,33.63,44.38,13134,12596
IMS-CSCF-A01,P_CSCF,20260603021000,5,1257,1233,24,778,767,11,27,7,1,2695,132.31,33.78,43.05,12265,11747
IMS-CSCF-A01,P_CSCF,20260603021500,5,1295,1276,19,802,781,21,32,7,1,2776,127.83,32.08,43.99,13049,12064
IMS-CSCF-A01,P_CSCF,20260603022000,5,1224,1190,34,758,748,10,32,9,3,2624,138.56,28.19,44.34,12490,11709
IMS-CSCF-A01,P_CSCF,20260603022500,5,1226,1219,7,759,745,14,16,4,1,2627,136.48,29.25,43.86,12431,11676
IMS-CSCF-A01,P_CSCF,20260603023000,5,1177,1166,11,728,715,13,18,5,1,2522,136.87,35.58,47.21,11674,11190
IMS-CSCF-A01,P_CSCF,20260603023500,5,1223,1198,25,757,747,10,28,6,1,2622,135.28,33.79,43.82,12010,11407
IMS-CSCF-A01,P_CSCF,20260603024000,5,1270,1261,9,786,763,23,24,6,2,2723,129.1,33.63,45.67,12806,11897
IMS-CSCF-A01,P_CSCF,20260603024500,5,1323,1297,26,819,797,22,37,8,3,2836,130.82,36.25,45.92,13167,12668
IMS-CSCF-A01,P_CSCF,20260603025000,5,1267,1252,15,784,771,13,22,5,1,2716,132.81,40.31,43.52,12767,11972
