NEName,NeType,CollectTime,Interval,RegAtt,RegSucc,RegFail,InvAtt,InvSucc,InvFail,Rsp4xx,Rsp5xx,Rsp6xx,ActSess,SetupTime,CpuLoad,MemLoad,MsgRx,MsgTx
IMS-CSCF-A02,S_CSCF,20260604000000,5,877,858,19,542,533,9,22,5,1,1879,119.16,26.54,41.47,8846,8036
IMS-CSCF-A02,S_CSCF,20260604000500,5,898,881,17,556,552,4,16,4,1,1926,131.53,31.19,41.2,8726,8663
IMS-CSCF-A02,S_CSCF,20260604001000,5,917,893,24,567,557,10,27,6,1,1965,123.96,28.78,39.34,9478,8829
IMS-CSCF-A02,S_CSCF,20260604001500,5,939,918,21,581,568,13,25,7,2,2013,129.66,26.45,43.4,9133,8725
IMS-CSCF-A02,S_CSCF,20260604002000,5,909,899,10,562,558,4,12,2,0,1947,128.14,28.25,42.93,9018,8460
IMS-CSCF-A02,S_CSCF,20260604002500,5,891,865,26,551,537,14,32,7,1,1909,119.73,30.18,42.74,8928,8253
IMS-CSCF-A02,S_CSCF,20260604003000,5,884,860,24,547,541,6,24,5,1,1896,117.5,32.06,43.18,8612,8094
IMS-CSCF-A02,S_CSCF,20260604003500,5,913,906,7,565,550,15,17,4,1,1958,124.6,29.3,40.45,9415,8411
IMS-CSCF-A02,S_CSCF,20260604004000,5,893,888,5,553,547,6,9,2,0,1914,126.11,29.34,42.31,9254,8382
IMS-CSCF-A02,S_CSCF,20260604004500,5,878,863,15,543,538,5,15,4,1,1882,133.03,29.2,42.08,8879,8041
IMS-CSCF-A02,S_CSCF,20260604005000,5,871,846,25,539,526,13,31,6,1,1867,135.95,28.56,43.74,8734,7933
IMS-CSCF-A02,S_CSCF,20260604005500,5,892,866,26,552,536,16,33,7,2,1912,135.78,28.73,42.2,9220,8124
IMS-CSCF-A02,S_CSCF,20260604010000,5,911,886,25,564,557,7,25,5,2,1953,124.05,29.23,42.65,9002,8564
IMS-CSCF-A02,S_CSCF,20260604010500,5,914,891,23,566,556,10,25,6,2,1959,130.2,32.44,41.06,9028,8630
IMS-CSCF-A02,S_CSCF,20260604011000,5,938,920,18,581,575,6,19,4,1,2011,129.99,31.11,41.61,9388,9031
