NEName,NeType,CollectTime,Interval,RegAtt,RegSucc,RegFail,InvAtt,InvSucc,InvFail,Rsp4xx,Rsp5xx,Rsp6xx,ActSess,SetupTime,CpuLoad,MemLoad,MsgRx,MsgTx
IMS-CSCF-A02,S_CSCF,20260603000000,5,906,895,11,561,545,16,21,5,1,1942,133.37,27.79,44.98,8872,8354
IMS-CSCF-A02,S_CSCF,20260603000500,5,906,898,8,561,553,8,13,3,0,1942,134.22,29.42,42.25,9362,8704
IMS-CSCF-A02,S_CSCF,20260603001000,5,906,896,10,561,546,15,19,5,1,1943,130.58,31.9,41.76,9369,8492
IMS-CSCF-A02,S_CSCF,20260603001500,5,958,935,23,593,589,4,21,5,1,2054,134.32,31.03,44.97,9712,8728
IMS-CSCF-A02,S_CSCF,20260603002000,5,884,876,8,547,534,13,16,4,1,1895,130.05,29.6,43.81,9012,8332
IMS-CSCF-A02,S_CSCF,20260603002500,5,929,916,13,575,559,16,22,5,2,1992,143.08,30.02,42.6,9219,8768
IMS-CSCF-A02,S_CSCF,20260603003000,5,884,878,6,547,541,6,9,2,1,1896,125.42,32.82,42.01,8787,8356
IMS-CSCF-A02,S_CSCF,20260603003500,5,917,891,26,567,557,10,27,7,2,1965,129.71,26.06,42.34,9232,8382
IMS-CSCF-A02,S_CSCF,20260603004000,5,964,957,7,597,590,7,11,2,1,2067,125.65,27.73,43.94,9879,8931
IMS-CSCF-A02,S_CSCF,20260603004500,5,899,877,22,557,552,5,20,5,2,1928,124.09,28.35,44.3,9016,8327
IMS-CSCF-A02,S_CSCF,20260603005000,5,905,892,13,560,549,11,19,4,1,1941,120.58,27.3,42.83,9137,8346
IMS-CSCF-A02,S_CSCF,20260603005500,5,940,931,9,582,578,4,10,2,1,2016,128.79,27.08,43.78,9531,8706
IMS-CSCF-A02,S_CSCF,20260603010000,5,882,859,23,546,534,12,26,7,2,1891,136.03,32.21,41.01,8632,8333
IMS-CSCF-A02,S_CSCF,20260603010500,5,881,869,12,545,537,8,16,4,0,1888,129.73,30.52,41.41,8591,8049
IMS-CSCF-A02,S_CSCF,20260603011000,5,900,895,5,557,544,13,14,3,1,1928,124.72,29.35,44.49,9014,8658
IMS-CSCF-A02,S_CSCF,20260603011500,5,924,918,6,572,563,9,11,3,1,1981,130.95,26.81,40.71,9000,8937
IMS-CSCF-A02,S_CSCF,20260603012000,5,903,879,24,559,553,6,23,6,1,1936,129.02,30.45,44.25,9278,8505
IMS-CSCF-A02,S_CSCF,20260603012500,5,893,867,26,553,537,16,32,8,2,1914,131.87,27.17,43.27,8735,8523
IMS-CSCF-A02,S_CSCF,20260603013000,5,911,884,27,564,558,6,25,6,2,1953,133.55,29.16,41.83,9417,8587
IMS-CSCF-A02,S_CSCF,20260603013500,5,907,889,18,561,547,14,25,6,1,1945,131.76,31.48,45.07,9100,8268
IMS-CSCF-A02,S_CSCF,20260603014000,5,889,883,6,550,535,15,17,3,1,1905,128.56,30.92,42.16,8854,8436
IMS-CSCF-A02,S_CSCF,20260603014500,5,899,874,25,556,549,7,25,6,1,1927,135.67,28.71,43.32,8921,8507
IMS-CSCF-A02,S_CSCF,20260603015000,5,902,876,26,558,553,5,25,5,1,1933,131.74,27.8,44.4,9247,8234
IMS-CSCF-A02,S_CSCF,20260603015500,5,921,912,9,570,556,14,18,4,1,1973,127.66,35.02,43.39,9119,8574
IMS-CSCF-A02,S_CSCF,20260603020000,5,913,897,16,565,550,15,24,6,1,1958,137.32,30.62,44.78,9094,8388
IMS-CSCF-A02,S_CSCF,20260603020500,5,909,883,26,562,554,8,27,6,1,1948,135.28,28.95,43.72,9028,8650
IMS-CSCF-A02,S_CSCF,20260603021000,5,869,849,20,538,524,14,27,6,1,1864,131.64,30.67,44.73,8917,8079
IMS-CSCF-A02,S_CSCF,20260603021500,5,950,933,17,588,571,17,27,6,1,2037,127.45,32.73,42.46,9467,8649
IMS-CSCF-A02,S_CSCF,20260603022000,5,988,977,11,611,606,5,13,3,0,2117,130.82,30.58,44.5,9937,9145
IMS-CSCF-A02,S_CSCF,20260603022500,5,955,940,15,591,581,10,19,5,1,2048,132.37,28.94,43.2,9612,9015
IMS-CSCF-A02,S_CSCF,20260603023000,5,936,910,26,579,575,4,23,5,2,2006,130.06,29.29,47.24,9519,8806
IMS-CSCF-A02,S_CSCF,20260603023500,5,956,940,16,591,583,8,19,4,1,2048,143.41,33.51,43.52,9891,8823
IMS-CSCF-A02,S_CSCF,20260603024000,5,896,880,16,554,539,15,25,5,1,1921,127.24,31.6,41.03,8891,8170
IMS-CSCF-A02,S_CSCF,20260603024500,5,859,844,15,532,525,7,17,4,1,1842,116.78,27.71,41.98,8355,8243
IMS-CSCF-A02,S_CSCF,20260603025000,5,924,916,8,572,561,11,14,4,1,1981,125.08,29.74,44.65,9449,8919
IMS-CSCF-A02,S_CSCF,20260603025500,5,904,899,5,559,553,6,9,2,0,1937,134.78,29.39,43.32,9202,8626
IMS-CSCF-A02,S_CSCF,20260603030000,5,912,907,5,564,555,9,11,2,1,1954,127.43,28.01,43.42,8915,8712
IMS-CSCF-A02,S_CSCF,20260603030500,5,920,915,5,569,559,10,12,3,0,1972,125.33,28.1,40.15,9361,8445
IMS-CSCF-A02,S_CSCF,20260603031000,5,908,884,24,562,557,5,23,5,1,1945,135.44,29.53,43.44,9299,8776
IMS-CSCF-A02,S_CSCF,20260603031500,5,926,910,16,573,569,4,16,4,0,1986,122.17,27.96,42.17,9224,8872
IMS-CSCF-A02,S_CSCF,20260603032000,5,902,890,12,558,554,4,13,3,0,1934,135.46,30.29,41.49,8998,8363
IMS-CSCF-A02,S_CSCF,20260603032500,5,981,963,18,607,594,13,24,6,1,2103,134.54,29.5,41.09,9640,9310
IMS-CSCF-A02,S_CSCF,20260603033000,5,877,864,13,543,527,16,21,6,2,1880,120.31,31.09,42.51,8648,8291
IMS-CSCF-A02,S_CSCF,20260603033500,5,880,864,16,545,541,4,16,3,1,1887,122.04,27.51,43.59,8745,8068
IMS-CSCF-A02,S_CSCF,20260603034000,5,903,886,17,559,548,11,22,5,1,1935,129.7,29.2,40.7,8933,8695
IMS-CSCF-A02,S_CSCF,20260603034500,5,905,890,15,560,548,12,21,5,1,1939,136.67,33.06,41.38,9115,8659
IMS-CSCF-A02,S_CSCF,20260603035000,5,907,887,20,561,550,11,24,6,1,1944,133.83,29.99,41.82,9018,8797
IMS-CSCF-A02,S_CSCF,20260603035500,5,917,895,22,567,552,15,28,7,2,1965,126.69,31.44,40.89,9168,8351
IMS-CSCF-A02,S_CSCF,20260603040000,5,924,910,14,572,569,3,13,3,1,1982,127.63,31.7,42.37,9051,8857
IMS-CSCF-A02,S_CSCF,20260603040500,5,925,904,21,572,566,6,21,5,1,1982,134.59,30.81,43.06,9387,8592
IMS-CSCF-A02,S_CSCF,20260603041000,5,923,918,5,571,560,11,12,3,1,1979,136.2,27.44,41.89,9299,8431
IMS-CSCF-A02,S_CSCF,20260603041500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMS-CSCF-A02,S_CSCF,20260603042000,5,925,920,5,573,562,11,12,3,1,1983,130.14,29.37,41.95,9362,8539
IMS-CSCF-A02,S_CSCF,20260603042000,5,925,920,5,573,562,11,12,3,1,1983,130.14,29.37,41.95,9362,8539
IMS-CSCF-A02,S_CSCF,20260603042500,5,942,937,5,583,567,16,16,4,1,2020,122.9,30.05,44.9,9218,8952
IMS-CSCF-A02,S_CSCF,20260603043000,5,938,932,6,580,573,7,10,2,1,2010,123.38,26.7,41.31,9543,8775
IMS-CSCF-A02,S_CSCF,20260603043500,5,908,884,24,562,559,3,21,5,1,1946,128.06,28.82,43.71,9116,8522
IMS-CSCF-A02,S_CSCF,20260603044000,5,945,917,28,585,568,17,35,9,1,2026,127.08,31.22,43.64,9507,8689
IMS-CSCF-A02,S_CSCF,20260603044500,5,951,923,28,588,571,17,34,9,2,2038,120.39,27.86,43.4,9786,9210
IMS-CSCF-A02,S_CSCF,20260603045000,5,951,943,8,589,572,17,20,4,1,2039,123.52,28.73,42.58,9401,9085
IMS-CSCF-A02,S_CSCF,20260603045500,5,995,987,8,616,601,15,18,4,1,2133,130.89,30.68,45.93,9708,9287
IMS-CSCF-A02,S_CSCF,20260603045500,5,995,987,8,616,601,15,18,4,1,2133,130.89,30.68,45.93,9708,9287
IMS-CSCF-A02,S_CSCF,20260603050000,5,943,933,10,584,569,15,19,5,1,2022,121.94,31.68,43.01,9297,9141
IMS-CSCF-A02,S_CSCF,20260603050500,5,997,974,23,617,601,16,30,7,2,2137,117.2,32.45,43.93,9686,9147
IMS-CSCF-A02,S_CSCF,20260603051000,5,989,976,13,612,602,10,18,4,1,2119,130.06,32.07,43.65,10043,9499
IMS-CSCF-A02,S_CSCF,20260603051500,5,973,944,29,602,589,13,33,7,2,2086,134.52,24.67,43.25,9892,9273
IMS-CSCF-A02,S_CSCF,20260603052000,5,934,911,23,578,569,9,26,5,1,2002,124.43,31.1,41.93,9078,8495
IMS-CSCF-A02,S_CSCF,20260603052500,5,999,984,15,619,604,15,24,5,1,2142,127.43,29.03,40.51,10185,9417
IMS-CSCF-A02,S_CSCF,20260603053000,5,984,968,16,609,591,18,27,6,1,2110,132.07,27.57,43.08,9973,8998
IMS-CSCF-A02,S_CSCF,20260603053500,5,1083,1054,29,670,662,8,29,7,1,2320,127.14,29.62,45.86,11078,9897
IMS-CSCF-A02,S_CSCF,20260603054000,5,1010,997,13,625,621,4,13,3,1,2165,126.08,33.64,41.86,10440,9581
IMS-CSCF-A02,S_CSCF,20260603054500,5,997,976,21,617,613,4,20,4,1,2138,136.76,30.75,43.08,9879,9663
IMS-CSCF-A02,S_CSCF,20260603055000,5,1021,994,27,632,628,4,24,6,1,2188,138.75,27.68,42.19,10232,9771
IMS-CSCF-A02,S_CSCF,20260603055500,5,1041,1019,22,644,634,10,25,6,1,2232,118.19,32.2,44.23,10319,9605
IMS-CSCF-A02,S_CSCF,20260603060000,5,1070,1038,32,662,647,15,35,9,3,2293,131.71,33.44
IMS-CSCF-A02,S_CSCF,20260603060500,5,1006,988,18,623,604,19,29,7,1,2157,135.23,31.95,40.79,10304,9515
IMS-CSCF-A02,S_CSCF,20260603061000,5,1128,1119,9,698,681,17,21,4,1,2417,130.57,29.12,42.86,11634,10639
IMS-CSCF-A02,S_CSCF,20260603061500,5,1184,1150,34,733,717,16,39,9,2,2537,136.03,30.86,40.45,12029,10960
IMS-CSCF-A02,S_CSCF,20260603062000,5,1100,1094,6,681,674,7,10,2,1,2359,126.47,32.39,44.68,11354,10072
IMS-CSCF-A02,S_CSCF,20260603062500,5,1226,1196,30,759,749,10,31,7,2,2627,121.93,32.64,45.07,12092,11206
IMS-CSCF-A02,S_CSCF,20260603063000,5,1132,1124,8,700,679,21,23,5,1,2425,141.66,34.4,45.31,11324,10766
IMS-CSCF-A02,S_CSCF,20260603063500,5,1099,1080,19,680,670,10,21,6,2,2355,133.94,34.77,41.91,10762,10509
IMS-CSCF-A02,S_CSCF,20260603064000,5,1116,1089,27,690,675,15,33,7,2,2391,135.26,33.83,43.91,11529,10507
IMS-CSCF-A02,S_CSCF,20260603064500,5,1145,1121,24,709,703,6,23,6,1,2455,125.62,31.72,48.13,11404,10969
IMS-CSCF-A02,S_CSCF,20260603065000,5,1217,1201,16,753,742,11,21,5,1,2608,132.5,31.4,43.63,12511,11460
IMS-CSCF-A02,S_CSCF,20260603065500,5,1275,1239,36,789,779,10,36,8,2,2732,132.23,29.68,45.56,12806,11651
IMS-CSCF-A02,S_CSCF,20260603070000,5,1284,1247,37,795,789,6,34,8,1,2752,133.23,32.47,44.31,12867,11917
IMS-CSCF-A02,S_CSCF,20260603070500,5,1322,1294,28,818,803,15,34,8,1,2834,136.83,34.88,42.55,13312,12571
IMS-CSCF-A02,S_CSCF,20260603071000,5,1320,1295,25,817,793,24,39,9,1,2828,140.07,37.26,44.76,12830,12083
IMS-CSCF-A02,S_CSCF,20260603071500,5,1350,1317,33,836,819,17,38,9,3,2894,135.13,35.91,44.45,13558,12550
IMS-CSCF-A02,S_CSCF,20260603072000,5,1350,1337,13,836,826,10,19,4,0,2894,131.7,33.82,46.16,13254,12745
IMS-CSCF-A02,S_CSCF,20260603072500,5,1442,1409,33,892,886,6,31,7,1,3090,139.68,31.98,44.65,14395,13570
IMS-CSCF-A02,S_CSCF,20260603073000,5,1409,1384,25,872,847,25,39,9,2,3019,131.2,37.17,44.12,14417,13150
IMS-CSCF-A02,S_CSCF,20260603073500,5,1448,1421,27,896,886,10,28,7,2,3103,153.31,35.04,46.14,14942,13831
IMS-CSCF-A02,S_CSCF,20260603074000,5,1568,1523,45,971,964,7,40,10,2,3361,135.57,35.73,49.8,15994,14788
IMS-CSCF-A02,S_CSCF,20260603074500,5,1533,1511,22,949,932,17,30,7,2,3285,141.23,38.29,45.48,15137,14531
IMS-CSCF-A02,S_CSCF,20260603075000,5,1510,1480,30,935,911,24,44,9,1,3237,127.37,35.94,44.88,15012,13719
IMS-CSCF-A02,S_CSCF,20260603075500,5,1538,1496,42,952,931,21,47,12,4,3296,131.71,35.21,48.77,15854,14571
IMS-CSCF-A02,S_CSCF,20260603080000,5,1715,1676,39,1061,1047,14,42,9,2,3675,127.67,39.22,44.5,17176,16159
IMS-CSCF-A02,S_CSCF,20260603080500,5,1639,,36,1015,993,22,47,10,1,3514,138.99,40.2,47.36,16960,15498
IMS-CSCF-A02,S_CSCF,20260603081000,5,1742,1704,38,1078,1071,7,35,8,2,3734,134.64,40.71,47.53,17332,16195
IMS-CSCF-A02,S_CSCF,20260603081500,5,1731,1718,13,1071,1054,17,24,5,1,3709,143.1,36.99,44.25,17336,16117
IMS-CSCF-A02,S_CSCF,20260603081500,5,1731,1718,13,1071,1054,17,24,5,1,3709,143.1,36.99,44.25,17336,16117
